id,title,venue,year,authors,doi,Label,resolved_doi,openalex_id,primary_topic,primary_topic_score,topic_1,topic_1_score,topic_2,topic_2_score,topic_3,topic_3_score,keyword_1,keyword_1_score,keyword_2,keyword_2_score,keyword_3,keyword_3_score,topics_json,keywords_json,fetch_source
56,VERUS-LM: a Versatile Framework for Combining LLMs with Symbolic Reasoning.,iclp,2025,"Benjamin Callewaert, Simon Vandevelde, Joost Vennekens",10.4204/eptcs.439.5,2,10.4204/eptcs.439.5,https://openalex.org/W4406841238,Natural Language Processing Techniques,0.9986000061035156,Natural Language Processing Techniques,0.9986000061035156,Semantic Web and Ontologies,0.9182999730110168,,,Computer science,0.4677329957485199,,,,,"[{""id"": ""https://openalex.org/T10181"", ""display_name"": ""Natural Language Processing Techniques"", ""score"": 0.9986000061035156}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9182999730110168}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.4677329957485199}]",openalex_doi
57,The Combined Problem of Online Task Assignment and Lifelong Path Finding in Logistics Warehouses: A Case Study.,iclp,2025,"Fengming Zhu, Weijia Xu, Yifei Guo, Fangzhen Lin",https://www.semanticscholar.org/paper/e5ff76754d4abf3706da55f595650315ac0cdad4,1,,,,,,,,,,,,,,,,,,,
58,A refined operational semantics for FreeCHR.,iclp,2025,"Sascha Rechenberger, Thom Frühwirth",https://www.semanticscholar.org/paper/37924b7ebd2fe2cc1c3e0e2c90a9de2f5584e422,1,10.4204/eptcs.439.20,https://openalex.org/W4416118013,"Logic, programming, and type systems",0.36629998683929443,"Logic, programming, and type systems",0.36629998683929443,Constraint Satisfaction and Optimization,0.28790000081062317,Model-Driven Software Engineering Techniques,0.13770000636577606,Implementation,0.8177000284194946,Semantics (computer science),0.7520999908447266,Operational semantics,0.7422999739646912,"[{""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.36629998683929443}, {""id"": ""https://openalex.org/T11596"", ""display_name"": ""Constraint Satisfaction and Optimization"", ""score"": 0.28790000081062317}, {""id"": ""https://openalex.org/T11450"", ""display_name"": ""Model-Driven Software Engineering Techniques"", ""score"": 0.13770000636577606}]","[{""id"": ""https://openalex.org/keywords/implementation"", ""display_name"": ""Implementation"", ""score"": 0.8177000284194946}, {""id"": ""https://openalex.org/keywords/semantics"", ""display_name"": ""Semantics (computer science)"", ""score"": 0.7520999908447266}, {""id"": ""https://openalex.org/keywords/operational-semantics"", ""display_name"": ""Operational semantics"", ""score"": 0.7422999739646912}]",openalex_title_search
59,VECSR: Virtually Embodied Common Sense Reasoning System.,iclp,2025,"Alexis R. Tudor, Joaquín Arias, Gopal Gupta",10.4204/eptcs.439.7,2,10.4204/eptcs.439.7,https://openalex.org/W4415030911,Semantic Web and Ontologies,0.9767000079154968,Semantic Web and Ontologies,0.9767000079154968,Robotics and Automated Systems,0.9229999780654907,AI-based Problem Solving and Planning,0.9067999720573425,Semantic reasoner,0.7745000123977661,Exploit,0.6970000267028809,Set (abstract data type),0.599399983882904,"[{""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9767000079154968}, {""id"": ""https://openalex.org/T13382"", ""display_name"": ""Robotics and Automated Systems"", ""score"": 0.9229999780654907}, {""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.9067999720573425}]","[{""id"": ""https://openalex.org/keywords/semantic-reasoner"", ""display_name"": ""Semantic reasoner"", ""score"": 0.7745000123977661}, {""id"": ""https://openalex.org/keywords/exploit"", ""display_name"": ""Exploit"", ""score"": 0.6970000267028809}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.599399983882904}]",openalex_doi
60,A framework for Conditional Reasoning in Answer Set Programming.,iclp,2025,"Mario Alviano, Laura Giordano, Daniele Theseider Dupré",10.4204/eptcs.439.13,4,10.4204/eptcs.439.13,https://openalex.org/W4416131195,"Logic, Reasoning, and Knowledge",0.9832000136375427,"Logic, Reasoning, and Knowledge",0.9832000136375427,Multi-Agent Systems and Negotiation,0.010400000028312206,Advanced Algebra and Logic,0.0010000000474974513,Answer set programming,0.7799999713897705,Set (abstract data type),0.41999998688697815,Logic programming,0.41690000891685486,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9832000136375427}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.010400000028312206}, {""id"": ""https://openalex.org/T11727"", ""display_name"": ""Advanced Algebra and Logic"", ""score"": 0.0010000000474974513}]","[{""id"": ""https://openalex.org/keywords/answer-set-programming"", ""display_name"": ""Answer set programming"", ""score"": 0.7799999713897705}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.41999998688697815}, {""id"": ""https://openalex.org/keywords/logic-programming"", ""display_name"": ""Logic programming"", ""score"": 0.41690000891685486}]",openalex_doi
61,The ASP-based Nurse Scheduling System at the University of Yamanashi Hospital.,iclp,2025,"Hidetomo Nabeshima, Mutsunori Banbara, Torsten Schaub, Takehide Soh",10.4204/eptcs.439.23,3,10.4204/eptcs.439.23,https://openalex.org/W4415109222,Pharmacy and Medical Practices,0.9593999981880188,Pharmacy and Medical Practices,0.9593999981880188,Scheduling and Timetabling Solutions,0.9085000157356262,,,Staffing,0.6136999726295471,Nurse scheduling problem,0.6035000085830688,Scheduling (production processes),0.6000000238418579,"[{""id"": ""https://openalex.org/T13970"", ""display_name"": ""Pharmacy and Medical Practices"", ""score"": 0.9593999981880188}, {""id"": ""https://openalex.org/T12401"", ""display_name"": ""Scheduling and Timetabling Solutions"", ""score"": 0.9085000157356262}]","[{""id"": ""https://openalex.org/keywords/staffing"", ""display_name"": ""Staffing"", ""score"": 0.6136999726295471}, {""id"": ""https://openalex.org/keywords/nurse-scheduling-problem"", ""display_name"": ""Nurse scheduling problem"", ""score"": 0.6035000085830688}, {""id"": ""https://openalex.org/keywords/scheduling"", ""display_name"": ""Scheduling (production processes)"", ""score"": 0.6000000238418579}]",openalex_doi
62,Machine Learning Model Integration with Open World Temporal Logic for Process Automation.,iclp,2025,"Dyuman Aditya, Colton Payne, Mario Leiva, Paulo Shakarian",10.4204/eptcs.439.4,2,10.4204/eptcs.439.4,https://openalex.org/W7119526246,Business Process Modeling and Analysis,0.2628999948501587,Business Process Modeling and Analysis,0.2628999948501587,Explainable Artificial Intelligence (XAI),0.25380000472068787,AI-based Problem Solving and Planning,0.03610000014305115,Automation,0.5213000178337097,Transparency (behavior),0.48660001158714294,Process (computing),0.43320000171661377,"[{""id"": ""https://openalex.org/T10703"", ""display_name"": ""Business Process Modeling and Analysis"", ""score"": 0.2628999948501587}, {""id"": ""https://openalex.org/T12026"", ""display_name"": ""Explainable Artificial Intelligence (XAI)"", ""score"": 0.25380000472068787}, {""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.03610000014305115}]","[{""id"": ""https://openalex.org/keywords/automation"", ""display_name"": ""Automation"", ""score"": 0.5213000178337097}, {""id"": ""https://openalex.org/keywords/transparency"", ""display_name"": ""Transparency (behavior)"", ""score"": 0.48660001158714294}, {""id"": ""https://openalex.org/keywords/process"", ""display_name"": ""Process (computing)"", ""score"": 0.43320000171661377}]",openalex_doi
63,Interpretable Hybrid Machine Learning Models Using FOLD-R++ and Answer Set Programming.,iclp,2025,"Sanne Wielinga, Jesse Heyninck",10.4204/eptcs.439.9,5,10.4204/eptcs.439.9,https://openalex.org/W4414684487,Explainable Artificial Intelligence (XAI),0.9854999780654907,Explainable Artificial Intelligence (XAI),0.9854999780654907,Bayesian Modeling and Causal Inference,0.9846000075340271,"Logic, Reasoning, and Knowledge",0.9739999771118164,Interpretability,0.8849999904632568,Set (abstract data type),0.5504000186920166,Artificial neural network,0.45980000495910645,"[{""id"": ""https://openalex.org/T12026"", ""display_name"": ""Explainable Artificial Intelligence (XAI)"", ""score"": 0.9854999780654907}, {""id"": ""https://openalex.org/T11303"", ""display_name"": ""Bayesian Modeling and Causal Inference"", ""score"": 0.9846000075340271}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9739999771118164}]","[{""id"": ""https://openalex.org/keywords/interpretability"", ""display_name"": ""Interpretability"", ""score"": 0.8849999904632568}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.5504000186920166}, {""id"": ""https://openalex.org/keywords/artificial-neural-network"", ""display_name"": ""Artificial neural network"", ""score"": 0.45980000495910645}]",openalex_doi
64,An ASP-Based Framework for MUSes.,iclp,2025,"Mohimenul Kabir, Kuldeep S Meel",10.4204/eptcs.439.3,4,10.4204/eptcs.439.3,https://openalex.org/W4415345332,Semantic Web and Ontologies,0.8931999802589417,Semantic Web and Ontologies,0.8931999802589417,Service-Oriented Architecture and Web Services,0.7973999977111816,Scientific Computing and Data Management,0.7332000136375427,Enumeration,0.9157999753952026,Set (abstract data type),0.6708999872207642,Representation (politics),0.5853000283241272,"[{""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.8931999802589417}, {""id"": ""https://openalex.org/T10679"", ""display_name"": ""Service-Oriented Architecture and Web Services"", ""score"": 0.7973999977111816}, {""id"": ""https://openalex.org/T11986"", ""display_name"": ""Scientific Computing and Data Management"", ""score"": 0.7332000136375427}]","[{""id"": ""https://openalex.org/keywords/enumeration"", ""display_name"": ""Enumeration"", ""score"": 0.9157999753952026}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.6708999872207642}, {""id"": ""https://openalex.org/keywords/representation"", ""display_name"": ""Representation (politics)"", ""score"": 0.5853000283241272}]",openalex_doi
65,A Simple and Effective ASP-Based Tool for Enumerating Minimal Hitting Sets.,iclp,2025,"Mohimenul Kabir, Kuldeep S Meel",10.4204/eptcs.439.17,5,10.4204/eptcs.439.17,https://openalex.org/W4417423260,"Logic, Reasoning, and Knowledge",0.9789000153541565,"Logic, Reasoning, and Knowledge",0.9789000153541565,Constraint Satisfaction and Optimization,0.0027000000700354576,Multi-Agent Systems and Negotiation,0.0024999999441206455,Set (abstract data type),0.6506999731063843,Leverage (statistics),0.6255999803543091,Simple (philosophy),0.48730000853538513,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9789000153541565}, {""id"": ""https://openalex.org/T11596"", ""display_name"": ""Constraint Satisfaction and Optimization"", ""score"": 0.0027000000700354576}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.0024999999441206455}]","[{""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.6506999731063843}, {""id"": ""https://openalex.org/keywords/leverage"", ""display_name"": ""Leverage (statistics)"", ""score"": 0.6255999803543091}, {""id"": ""https://openalex.org/keywords/simple"", ""display_name"": ""Simple (philosophy)"", ""score"": 0.48730000853538513}]",openalex_doi
66,Reasoning about Medical Triage Optimization with Logic Programming.,iclp,2025,"Jaikrishna Manojkumar Patil, Adam Chapman, Richard Knuszka, John Chapman, Paulo Shakarian",10.4204/eptcs.439.22,3,10.4204/eptcs.439.22,https://openalex.org/W4414943507,"Logic, Reasoning, and Knowledge",0.9884999990463257,"Logic, Reasoning, and Knowledge",0.9884999990463257,AI-based Problem Solving and Planning,0.9332000017166138,Semantic Web and Ontologies,0.9248999953269958,Logic programming,0.6353999972343445,Triage,0.5228999853134155,Resource allocation,0.39239999651908875,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9884999990463257}, {""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.9332000017166138}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9248999953269958}]","[{""id"": ""https://openalex.org/keywords/logic-programming"", ""display_name"": ""Logic programming"", ""score"": 0.6353999972343445}, {""id"": ""https://openalex.org/keywords/triage"", ""display_name"": ""Triage"", ""score"": 0.5228999853134155}, {""id"": ""https://openalex.org/keywords/resource-allocation"", ""display_name"": ""Resource allocation"", ""score"": 0.39239999651908875}]",openalex_doi
67,Picat Through the Lens of Advent of Code.,iclp,2025,"Neng-Fa Zhou, Cristian Grozea, Håkan Kjellerstrand, Oisín Mac Fhearaí",10.4204/eptcs.439.36,1,10.4204/eptcs.439.36,https://openalex.org/W4415139386,3D Surveying and Cultural Heritage,0.8270000219345093,3D Surveying and Cultural Heritage,0.8270000219345093,,,,,Implementation,0.651199996471405,Constraint programming,0.6328999996185303,Code (set theory),0.5597000122070312,"[{""id"": ""https://openalex.org/T11211"", ""display_name"": ""3D Surveying and Cultural Heritage"", ""score"": 0.8270000219345093}]","[{""id"": ""https://openalex.org/keywords/implementation"", ""display_name"": ""Implementation"", ""score"": 0.651199996471405}, {""id"": ""https://openalex.org/keywords/constraint-programming"", ""display_name"": ""Constraint programming"", ""score"": 0.6328999996185303}, {""id"": ""https://openalex.org/keywords/code"", ""display_name"": ""Code (set theory)"", ""score"": 0.5597000122070312}]",openalex_doi
68,An LLM + ASP Workflow for Joint Entity-Relation Extraction.,iclp,2025,"Trang Tran, Trung Hoang Le, Huiping Cao, Tran Cao Son",10.4204/eptcs.439.6,4,10.4204/eptcs.439.6,https://openalex.org/W4414489713,Service-Oriented Architecture and Web Services,0.9750000238418579,Service-Oriented Architecture and Web Services,0.9750000238418579,Data Quality and Management,0.9603999853134155,Semantic Web and Ontologies,0.9513999819755554,Workflow,0.8652999997138977,Task (project management),0.6223000288009644,Domain (mathematical analysis),0.6157000064849854,"[{""id"": ""https://openalex.org/T10679"", ""display_name"": ""Service-Oriented Architecture and Web Services"", ""score"": 0.9750000238418579}, {""id"": ""https://openalex.org/T11719"", ""display_name"": ""Data Quality and Management"", ""score"": 0.9603999853134155}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9513999819755554}]","[{""id"": ""https://openalex.org/keywords/workflow"", ""display_name"": ""Workflow"", ""score"": 0.8652999997138977}, {""id"": ""https://openalex.org/keywords/task"", ""display_name"": ""Task (project management)"", ""score"": 0.6223000288009644}, {""id"": ""https://openalex.org/keywords/domain"", ""display_name"": ""Domain (mathematical analysis)"", ""score"": 0.6157000064849854}]",openalex_doi
69,Extracting Policies from Quantified Answer Set Programs.,iclp,2025,"Martín Diéguez, Igor Stéphan",10.4204/eptcs.439.16,5,10.4204/eptcs.439.16,https://openalex.org/W7119479195,"Logic, Reasoning, and Knowledge",0.9873999953269958,"Logic, Reasoning, and Knowledge",0.9873999953269958,Multi-Agent Systems and Negotiation,0.006200000178068876,Semantic Web and Ontologies,0.0006000000284984708,Answer set programming,0.8672000169754028,Stable model semantics,0.7364000082015991,Set (abstract data type),0.6565999984741211,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9873999953269958}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.006200000178068876}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.0006000000284984708}]","[{""id"": ""https://openalex.org/keywords/answer-set-programming"", ""display_name"": ""Answer set programming"", ""score"": 0.8672000169754028}, {""id"": ""https://openalex.org/keywords/stable-model-semantics"", ""display_name"": ""Stable model semantics"", ""score"": 0.7364000082015991}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.6565999984741211}]",openalex_doi
